"""MTU (CET/CEST)"",""Area"",""Sequence"",""Day-ahead Price (EUR/MWh)"",""Intraday Period (CET/CEST)"",""Intraday Price (EUR/MWh)"""
"05/04/2024 19:00:00 - 05/04/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""53.40"","""","""""
"05/04/2024 20:00:00 - 05/04/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""53.92"","""","""""
"05/04/2024 21:00:00 - 05/04/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""53.40"","""","""""
"05/04/2024 22:00:00 - 05/04/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""52.73"","""","""""
"05/04/2024 23:00:00 - 06/04/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""49.62"","""","""""
"06/04/2024 00:00:00 - 06/04/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""46.26"","""","""""
"06/04/2024 01:00:00 - 06/04/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""45.08"","""","""""
"06/04/2024 02:00:00 - 06/04/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""45.31"","""","""""
"06/04/2024 03:00:00 - 06/04/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""46.09"","""","""""
"06/04/2024 04:00:00 - 06/04/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""47.51"","""","""""
"06/04/2024 05:00:00 - 06/04/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""48.25"","""","""""
"06/04/2024 06:00:00 - 06/04/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""49.94"","""","""""
"06/04/2024 07:00:00 - 06/04/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""51.26"","""","""""
"06/04/2024 08:00:00 - 06/04/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""50.23"","""","""""
"06/04/2024 09:00:00 - 06/04/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""48.25"","""","""""
"06/04/2024 10:00:00 - 06/04/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""46.24"","""","""""
"06/04/2024 11:00:00 - 06/04/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""45.71"","""","""""
"06/04/2024 12:00:00 - 06/04/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""45.68"","""","""""
"06/04/2024 13:00:00 - 06/04/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""45.52"","""","""""
"06/04/2024 14:00:00 - 06/04/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""45.11"","""","""""
"06/04/2024 15:00:00 - 06/04/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""44.62"","""","""""
"06/04/2024 16:00:00 - 06/04/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""44.30"","""","""""
"06/04/2024 17:00:00 - 06/04/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""46.28"","""","""""
"06/04/2024 18:00:00 - 06/04/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""52.70"","""","""""
"06/04/2024 19:00:00 - 06/04/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""50.96"","""","""""
"06/04/2024 20:00:00 - 06/04/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""48.28"","""","""""
"06/04/2024 21:00:00 - 06/04/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""45.02"","""","""""
"06/04/2024 22:00:00 - 06/04/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""39.86"","""","""""
"06/04/2024 23:00:00 - 07/04/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""25.26"","""","""""
"07/04/2024 00:00:00 - 07/04/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""24.79"","""","""""
"07/04/2024 01:00:00 - 07/04/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""24.32"","""","""""
"07/04/2024 02:00:00 - 07/04/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""24.85"","""","""""
"07/04/2024 03:00:00 - 07/04/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""26.28"","""","""""
"07/04/2024 04:00:00 - 07/04/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""28.81"","""","""""
"07/04/2024 05:00:00 - 07/04/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""34.01"","""","""""
"07/04/2024 06:00:00 - 07/04/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""39.01"","""","""""
"07/04/2024 07:00:00 - 07/04/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""40.27"","""","""""
"07/04/2024 08:00:00 - 07/04/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""39.99"","""","""""
"07/04/2024 09:00:00 - 07/04/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""39.05"","""","""""
"07/04/2024 10:00:00 - 07/04/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""35.43"","""","""""
"07/04/2024 11:00:00 - 07/04/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""34.23"","""","""""
"07/04/2024 12:00:00 - 07/04/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""35.43"","""","""""
"07/04/2024 13:00:00 - 07/04/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""35.43"","""","""""
"07/04/2024 14:00:00 - 07/04/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""33.96"","""","""""
"07/04/2024 15:00:00 - 07/04/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""29.40"","""","""""
"07/04/2024 16:00:00 - 07/04/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""26.83"","""","""""
"07/04/2024 17:00:00 - 07/04/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""26.27"","""","""""
"07/04/2024 18:00:00 - 07/04/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""27.72"","""","""""
"07/04/2024 19:00:00 - 07/04/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""29.87"","""","""""
"07/04/2024 20:00:00 - 07/04/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""29.77"","""","""""
"07/04/2024 21:00:00 - 07/04/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""37.74"","""","""""
"07/04/2024 22:00:00 - 07/04/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""39.64"","""","""""
"07/04/2024 23:00:00 - 08/04/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""40.15"","""","""""
"08/04/2024 00:00:00 - 08/04/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""28.50"","""","""""
"08/04/2024 01:00:00 - 08/04/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""29.47"","""","""""
"08/04/2024 02:00:00 - 08/04/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""29.91"","""","""""
"08/04/2024 03:00:00 - 08/04/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""29.49"","""","""""
"08/04/2024 04:00:00 - 08/04/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""29.67"","""","""""
"08/04/2024 05:00:00 - 08/04/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""33.88"","""","""""
"08/04/2024 06:00:00 - 08/04/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""39.30"","""","""""
"08/04/2024 07:00:00 - 08/04/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""40.42"","""","""""
"08/04/2024 08:00:00 - 08/04/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""46.21"","""","""""
"08/04/2024 09:00:00 - 08/04/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""51.40"","""","""""
"08/04/2024 10:00:00 - 08/04/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""47.64"","""","""""
"08/04/2024 11:00:00 - 08/04/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""46.49"","""","""""
"08/04/2024 12:00:00 - 08/04/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""46.89"","""","""""
"08/04/2024 13:00:00 - 08/04/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""46.41"","""","""""
"08/04/2024 14:00:00 - 08/04/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""46.05"","""","""""
"08/04/2024 15:00:00 - 08/04/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""44.27"","""","""""
"08/04/2024 16:00:00 - 08/04/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""44.71"","""","""""
"08/04/2024 17:00:00 - 08/04/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""48.35"","""","""""
"08/04/2024 18:00:00 - 08/04/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""51.65"","""","""""
"08/04/2024 19:00:00 - 08/04/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""52.83"","""","""""
"08/04/2024 20:00:00 - 08/04/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""52.45"","""","""""
"08/04/2024 21:00:00 - 08/04/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""52.64"","""","""""
"08/04/2024 22:00:00 - 08/04/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""48.99"","""","""""
"08/04/2024 23:00:00 - 09/04/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""46.23"","""","""""
"09/04/2024 00:00:00 - 09/04/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""41.81"","""","""""
"09/04/2024 01:00:00 - 09/04/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""43.00"","""","""""
"09/04/2024 02:00:00 - 09/04/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""43.84"","""","""""
"09/04/2024 03:00:00 - 09/04/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""45.65"","""","""""
"09/04/2024 04:00:00 - 09/04/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""49.36"","""","""""
"09/04/2024 05:00:00 - 09/04/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""49.82"","""","""""
"09/04/2024 06:00:00 - 09/04/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""55.36"","""","""""
"09/04/2024 07:00:00 - 09/04/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""64.85"","""","""""
"09/04/2024 08:00:00 - 09/04/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""77.31"","""","""""
"09/04/2024 09:00:00 - 09/04/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""65.78"","""","""""
"09/04/2024 10:00:00 - 09/04/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""50.48"","""","""""
"09/04/2024 11:00:00 - 09/04/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""45.07"","""","""""
"09/04/2024 12:00:00 - 09/04/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""40.47"","""","""""
"09/04/2024 13:00:00 - 09/04/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""40.21"","""","""""
"09/04/2024 14:00:00 - 09/04/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""40.06"","""","""""
"09/04/2024 15:00:00 - 09/04/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""40.05"","""","""""
"09/04/2024 16:00:00 - 09/04/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""39.80"","""","""""
"09/04/2024 17:00:00 - 09/04/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""48.37"","""","""""
"09/04/2024 18:00:00 - 09/04/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""50.60"","""","""""
"09/04/2024 19:00:00 - 09/04/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""45.96"","""","""""
"09/04/2024 20:00:00 - 09/04/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""39.87"","""","""""
"09/04/2024 21:00:00 - 09/04/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""38.38"","""","""""
"09/04/2024 22:00:00 - 09/04/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""33.60"","""","""""
"09/04/2024 23:00:00 - 10/04/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""23.94"","""","""""
"10/04/2024 00:00:00 - 10/04/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""23.02"","""","""""
"10/04/2024 01:00:00 - 10/04/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""22.61"","""","""""
"10/04/2024 02:00:00 - 10/04/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""22.72"","""","""""
"10/04/2024 03:00:00 - 10/04/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""23.16"","""","""""
"10/04/2024 04:00:00 - 10/04/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""29.03"","""","""""
"10/04/2024 05:00:00 - 10/04/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""27.29"","""","""""
"10/04/2024 06:00:00 - 10/04/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""29.44"","""","""""
"10/04/2024 07:00:00 - 10/04/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""31.54"","""","""""
"10/04/2024 08:00:00 - 10/04/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""35.95"","""","""""
"10/04/2024 09:00:00 - 10/04/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""39.32"","""","""""
"10/04/2024 10:00:00 - 10/04/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""40.45"","""","""""
"10/04/2024 11:00:00 - 10/04/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""40.25"","""","""""
"10/04/2024 12:00:00 - 10/04/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""33.29"","""","""""
"10/04/2024 13:00:00 - 10/04/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""24.79"","""","""""
"10/04/2024 14:00:00 - 10/04/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""23.69"","""","""""
"10/04/2024 15:00:00 - 10/04/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""23.20"","""","""""
"10/04/2024 16:00:00 - 10/04/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""23.19"","""","""""
"10/04/2024 17:00:00 - 10/04/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""23.23"","""","""""
"10/04/2024 18:00:00 - 10/04/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""23.30"","""","""""
"10/04/2024 19:00:00 - 10/04/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""23.40"","""","""""
"10/04/2024 20:00:00 - 10/04/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""23.43"","""","""""
"10/04/2024 21:00:00 - 10/04/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""23.12"","""","""""
"10/04/2024 22:00:00 - 10/04/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""22.89"","""","""""
"10/04/2024 23:00:00 - 11/04/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""22.48"","""","""""
"11/04/2024 00:00:00 - 11/04/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""16.22"","""","""""
"11/04/2024 01:00:00 - 11/04/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""18.81"","""","""""
"11/04/2024 02:00:00 - 11/04/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""21.48"","""","""""
"11/04/2024 03:00:00 - 11/04/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""23.08"","""","""""
"11/04/2024 04:00:00 - 11/04/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""25.59"","""","""""
"11/04/2024 05:00:00 - 11/04/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""31.14"","""","""""
"11/04/2024 06:00:00 - 11/04/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""35.97"","""","""""
"11/04/2024 07:00:00 - 11/04/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""38.46"","""","""""
"11/04/2024 08:00:00 - 11/04/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""35.86"","""","""""
"11/04/2024 09:00:00 - 11/04/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""35.58"","""","""""
"11/04/2024 10:00:00 - 11/04/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""34.91"","""","""""
"11/04/2024 11:00:00 - 11/04/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""34.95"","""","""""
"11/04/2024 12:00:00 - 11/04/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""34.84"","""","""""
"11/04/2024 13:00:00 - 11/04/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""34.89"","""","""""
"11/04/2024 14:00:00 - 11/04/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""34.85"","""","""""
"11/04/2024 15:00:00 - 11/04/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""35.51"","""","""""
"11/04/2024 16:00:00 - 11/04/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""34.39"","""","""""
"11/04/2024 17:00:00 - 11/04/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""34.19"","""","""""
"11/04/2024 18:00:00 - 11/04/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""29.56"","""","""""
"11/04/2024 19:00:00 - 11/04/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""25.39"","""","""""
"11/04/2024 20:00:00 - 11/04/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""23.52"","""","""""
"11/04/2024 21:00:00 - 11/04/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""23.03"","""","""""
"11/04/2024 22:00:00 - 11/04/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""22.83"","""","""""
"11/04/2024 23:00:00 - 12/04/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""22.31"","""","""""
"12/04/2024 00:00:00 - 12/04/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""22.71"","""","""""
"12/04/2024 01:00:00 - 12/04/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""17.51"","""","""""
"12/04/2024 02:00:00 - 12/04/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""9.95"","""","""""
"12/04/2024 03:00:00 - 12/04/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""11.47"","""","""""
"12/04/2024 04:00:00 - 12/04/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""22.40"","""","""""
"12/04/2024 05:00:00 - 12/04/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""27.51"","""","""""
"12/04/2024 06:00:00 - 12/04/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""39.52"","""","""""
"12/04/2024 07:00:00 - 12/04/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""43.18"","""","""""
"12/04/2024 08:00:00 - 12/04/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""41.35"","""","""""
"12/04/2024 09:00:00 - 12/04/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""38.88"","""","""""
"12/04/2024 10:00:00 - 12/04/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""38.88"","""","""""
"12/04/2024 11:00:00 - 12/04/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""24.94"","""","""""
"12/04/2024 12:00:00 - 12/04/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""23.03"","""","""""
"12/04/2024 13:00:00 - 12/04/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""22.03"","""","""""
"12/04/2024 14:00:00 - 12/04/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""20.45"","""","""""
"12/04/2024 15:00:00 - 12/04/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""15.30"","""","""""
"12/04/2024 16:00:00 - 12/04/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""17.22"","""","""""
"12/04/2024 17:00:00 - 12/04/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""27.12"","""","""""
"12/04/2024 18:00:00 - 12/04/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""27.03"","""","""""
"12/04/2024 19:00:00 - 12/04/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""26.95"","""","""""
"12/04/2024 20:00:00 - 12/04/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""23.39"","""","""""
"12/04/2024 21:00:00 - 12/04/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""19.17"","""","""""
"12/04/2024 22:00:00 - 12/04/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""14.87"","""","""""
"12/04/2024 23:00:00 - 13/04/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""10.19"","""","""""
"13/04/2024 00:00:00 - 13/04/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""11.90"","""","""""
"13/04/2024 01:00:00 - 13/04/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""14.90"","""","""""
"13/04/2024 02:00:00 - 13/04/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""19.36"","""","""""
"13/04/2024 03:00:00 - 13/04/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""21.25"","""","""""
"13/04/2024 04:00:00 - 13/04/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""22.60"","""","""""
"13/04/2024 05:00:00 - 13/04/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""23.23"","""","""""
"13/04/2024 06:00:00 - 13/04/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""23.30"","""","""""
"13/04/2024 07:00:00 - 13/04/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""22.17"","""","""""
"13/04/2024 08:00:00 - 13/04/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""22.47"","""","""""
"13/04/2024 09:00:00 - 13/04/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""22.44"","""","""""
"13/04/2024 10:00:00 - 13/04/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""22.42"","""","""""
"13/04/2024 11:00:00 - 13/04/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""15.38"","""","""""
"13/04/2024 12:00:00 - 13/04/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""13.05"","""","""""
"13/04/2024 13:00:00 - 13/04/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""10.62"","""","""""
"13/04/2024 14:00:00 - 13/04/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""4.91"","""","""""
"13/04/2024 15:00:00 - 13/04/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""4.80"","""","""""
"13/04/2024 16:00:00 - 13/04/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""10.06"","""","""""
"13/04/2024 17:00:00 - 13/04/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""10.78"","""","""""
"13/04/2024 18:00:00 - 13/04/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""22.71"","""","""""
"13/04/2024 19:00:00 - 13/04/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""24.91"","""","""""
"13/04/2024 20:00:00 - 13/04/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""25.09"","""","""""
"13/04/2024 21:00:00 - 13/04/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""25.79"","""","""""
"13/04/2024 22:00:00 - 13/04/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""22.51"","""","""""
"13/04/2024 23:00:00 - 14/04/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""23.63"","""","""""
"14/04/2024 00:00:00 - 14/04/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""23.77"","""","""""
"14/04/2024 01:00:00 - 14/04/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""24.08"","""","""""
"14/04/2024 02:00:00 - 14/04/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""22.62"","""","""""
"14/04/2024 03:00:00 - 14/04/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""22.79"","""","""""
"14/04/2024 04:00:00 - 14/04/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""23.34"","""","""""
"14/04/2024 05:00:00 - 14/04/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""23.07"","""","""""
"14/04/2024 06:00:00 - 14/04/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""23.66"","""","""""
"14/04/2024 07:00:00 - 14/04/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""24.44"","""","""""
"14/04/2024 08:00:00 - 14/04/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""24.35"","""","""""
"14/04/2024 09:00:00 - 14/04/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""24.91"","""","""""
"14/04/2024 10:00:00 - 14/04/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""25.18"","""","""""
"14/04/2024 11:00:00 - 14/04/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""23.18"","""","""""
"14/04/2024 12:00:00 - 14/04/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""23.15"","""","""""
"14/04/2024 13:00:00 - 14/04/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""23.81"","""","""""
"14/04/2024 14:00:00 - 14/04/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""25.04"","""","""""
"14/04/2024 15:00:00 - 14/04/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""25.85"","""","""""
"14/04/2024 16:00:00 - 14/04/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""25.54"","""","""""
"14/04/2024 17:00:00 - 14/04/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""29.34"","""","""""
"14/04/2024 18:00:00 - 14/04/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""29.80"","""","""""
"14/04/2024 19:00:00 - 14/04/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""30.15"","""","""""
"14/04/2024 20:00:00 - 14/04/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""35.90"","""","""""
"14/04/2024 21:00:00 - 14/04/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""37.91"","""","""""
"14/04/2024 22:00:00 - 14/04/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""37.91"","""","""""
"14/04/2024 23:00:00 - 15/04/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""36.18"","""","""""
"15/04/2024 00:00:00 - 15/04/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""36.18"","""","""""
"15/04/2024 01:00:00 - 15/04/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""37.18"","""","""""
"15/04/2024 02:00:00 - 15/04/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""36.18"","""","""""
"15/04/2024 03:00:00 - 15/04/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""36.18"","""","""""
"15/04/2024 04:00:00 - 15/04/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""36.73"","""","""""
"15/04/2024 05:00:00 - 15/04/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""37.62"","""","""""
"15/04/2024 06:00:00 - 15/04/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""40.80"","""","""""
"15/04/2024 07:00:00 - 15/04/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""42.85"","""","""""
